,id,amenities,bathrooms,bedrooms,has_photo,pets_allowed,price,square_feet,cityname,state,source,time
26,5664573949,0,1.0,1.0,0.5,0.0,865,219,Riverview,FL,RentLingo,2019-12-22 11:47:28
27,5664570058,1,1.0,1.0,0.5,0.0,725,219,Aurora,CO,RentLingo,2019-12-22 11:43:15
28,5668624549,1,1.0,1.0,0.5,0.0,650,219,Manassas,VA,RentLingo,2019-12-26 11:20:48
29,5664572906,1,1.0,1.0,0.5,0.0,650,219,Decatur,GA,RentLingo,2019-12-22 11:46:22
30,5668624370,0,1.0,1.0,0.5,0.0,645,219,Tampa,FL,RentLingo,2019-12-26 11:20:35
31,5668634310,0,1.0,0.0,0.5,1.0,1195,223,Seattle,WA,RentLingo,2019-12-26 11:32:55
32,5668640879,0,1.0,0.0,0.5,0.0,1150,225,Seattle,WA,RentLingo,2019-12-26 11:40:12
33,5668625234,0,1.0,1.0,0.5,0.5,942,225,Chicago,IL,RentLingo,2019-12-26 11:21:41
34,5668639212,0,1.0,0.0,0.5,1.0,1250,228,Seattle,WA,RentLingo,2019-12-26 11:38:16
35,5664573954,0,1.0,1.0,0.5,0.0,685,230,Wimauma,FL,RentLingo,2019-12-22 11:47:29
36,5668628531,0,1.0,1.0,0.5,1.0,525,230,Memphis,TN,RentLingo,2019-12-26 11:25:51
37,5668639708,5,1.0,0.0,0.5,0.5,1095,231,Seattle,WA,RentLingo,2019-12-26 11:38:54
38,5668612110,0,1.0,0.0,0.5,1.0,1695,232,San Francisco,CA,RentLingo,2019-12-26 11:07:44
39,5668626855,0,0.0,0.0,0.5,0.0,990,239,Washington,DC,RentLingo,2019-12-26 11:23:31
40,5668636830,0,1.0,1.0,0.5,0.5,775,240,Bellingham,WA,RentLingo,2019-12-26 11:35:35
41,5668629000,0,1.0,0.0,0.5,1.0,1299,243,Seattle,WA,RentLingo,2019-12-26 11:26:26
42,5668620457,0,1.0,1.0,0.5,1.0,705,245,Anchorage,AK,RentLingo,2019-12-26 11:16:40
43,5664571995,2,1.0,1.0,0.5,0.0,1800,250,Pacifica,CA,RentLingo,2019-12-22 11:45:33
44,5653561496,0,1.0,1.0,0.5,0.0,1600,250,Marina Del Rey,CA,RentLingo,2019-12-14 11:14:08
45,5668624072,0,1.0,1.0,0.5,0.0,1500,250,San Francisco,CA,RentLingo,2019-12-26 11:20:13
46,5664579604,0,1.0,1.0,0.5,0.0,1330,250,Studio City,CA,RentLingo,2019-12-22 11:55:55
47,5668623065,1,1.0,1.0,0.5,0.0,1310,250,Moorpark,CA,RentLingo,2019-12-26 11:19:12
48,5664579928,0,1.0,1.0,0.5,0.0,1300,250,Torrance,CA,RentLingo,2019-12-22 11:56:27
49,5664568684,1,1.0,1.0,0.5,0.0,1295,250,Sacramento,CA,RentLingo,2019-12-22 11:41:32
50,5653562721,0,1.0,1.0,0.5,0.0,1255,250,Lake Balboa,CA,RentLingo,2019-12-14 11:15:23
51,5664574541,0,1.0,1.0,0.5,0.0,1250,250,Seattle,WA,RentLingo,2019-12-22 11:48:15
52,5648113719,0,1.0,1.0,0.5,0.0,1250,250,North Hollywood,CA,RentLingo,2019-12-10 11:19:27
53,5664570234,1,1.0,1.0,0.5,0.0,1200,250,Denver,CO,RentLingo,2019-12-22 11:43:28
54,5664571553,0,1.0,1.0,0.5,0.0,1200,250,Aurora,CO,RentLingo,2019-12-22 11:44:58
55,5668620616,1,1.0,1.0,0.5,0.0,1175,250,Brentwood,CA,RentLingo,2019-12-26 11:16:48
56,5664571823,0,1.0,1.0,0.5,0.0,1155,250,San Rafael,CA,RentLingo,2019-12-22 11:45:22
57,5664573458,0,1.0,1.0,0.5,0.0,1150,250,North Potomac,MD,RentLingo,2019-12-22 11:46:55
58,5668624849,0,1.0,1.0,0.5,0.0,1145,250,Andover,MA,RentLingo,2019-12-26 11:21:12
59,5668623989,0,1.0,1.0,0.5,0.0,1115,250,San Pablo,CA,RentLingo,2019-12-26 11:20:08
60,5664596354,0,1.0,0.0,0.5,0.0,1095,250,Chicago,IL,RentLingo,2019-12-22 12:16:15
61,5664577920,0,1.0,1.0,0.5,0.0,1075,250,Chicago,IL,RentLingo,2019-12-22 11:53:25
62,5668623116,1,1.0,1.0,0.5,0.0,1050,250,Thousand Oaks,CA,RentLingo,2019-12-26 11:19:16
63,5664574855,1,1.0,1.0,0.5,0.0,1045,250,Burke,VA,RentLingo,2019-12-22 11:48:45
64,5664568674,0,1.0,1.0,0.5,0.0,1005,250,Wilton,CA,RentLingo,2019-12-22 11:41:31
65,5668623133,0,1.0,1.0,0.5,0.0,1000,250,Woodland Hills,CA,RentLingo,2019-12-26 11:19:17
66,5664571557,0,1.0,1.0,0.5,0.0,1000,250,Westminster,CO,RentLingo,2019-12-22 11:44:58
67,5664570140,0,1.0,1.0,0.5,0.0,1000,250,Aurora,CO,RentLingo,2019-12-22 11:43:22
68,5664571542,1,1.0,1.0,0.5,0.0,1000,250,Arvada,CO,RentLingo,2019-12-22 11:44:57
69,5659898514,0,1.0,1.0,0.5,0.0,1000,250,Seal Beach,CA,RentLingo,2019-12-18 10:54:03
70,5668624441,0,1.0,1.0,0.5,0.0,975,250,San Marcos,CA,RentLingo,2019-12-26 11:20:40
71,5664578591,0,1.0,1.0,0.5,0.0,965,250,Medford Lakes,NJ,RentLingo,2019-12-22 11:54:25
72,5668624721,0,1.0,1.0,0.5,0.0,955,250,Glen Burnie,MD,RentLingo,2019-12-26 11:21:02
73,5664571537,0,1.0,1.0,0.5,0.0,950,250,Littleton,CO,RentLingo,2019-12-22 11:44:56
74,5664571551,0,1.0,1.0,0.5,0.0,950,250,Aurora,CO,RentLingo,2019-12-22 11:44:58
75,5664572242,0,1.0,1.0,0.5,0.0,930,250,Concord,CA,RentLingo,2019-12-22 11:45:46
76,5664574194,0,1.0,1.0,0.5,0.0,925,250,Chula Vista,CA,RentLingo,2019-12-22 11:47:46
77,5664571566,0,1.0,1.0,0.5,0.0,925,250,Glen Burnie,MD,RentLingo,2019-12-22 11:44:59
78,5668624591,0,1.0,1.0,0.5,0.0,900,250,Laurel,MD,RentLingo,2019-12-26 11:20:51
79,5668622471,0,1.0,1.0,0.5,0.0,900,250,Orlando,FL,RentLingo,2019-12-26 11:18:42
80,5664571546,0,1.0,1.0,0.5,0.0,900,250,Aurora,CO,RentLingo,2019-12-22 11:44:57
81,5659899184,1,1.0,1.0,0.5,0.0,900,250,La Puente,CA,RentLingo,2019-12-18 10:54:54
82,5648113751,0,1.0,1.0,0.5,0.0,900,250,Anaheim,CA,RentLingo,2019-12-10 11:19:29
83,5664570238,0,1.0,1.0,0.5,0.0,895,250,Commerce City,CO,RentLingo,2019-12-22 11:43:29
84,5664571538,0,1.0,1.0,0.5,0.0,895,250,Arvada,CO,RentLingo,2019-12-22 11:44:57
85,5664574816,0,1.0,1.0,0.5,0.0,875,250,Arlington,VA,RentLingo,2019-12-22 11:48:42
86,5668619515,0,1.0,1.0,0.5,0.0,865,250,Naples,FL,RentLingo,2019-12-26 11:15:31
87,5668624193,0,1.0,1.0,0.5,0.0,865,250,Atlanta,GA,RentLingo,2019-12-26 11:20:22
88,5668622813,0,1.0,1.0,0.5,0.0,860,250,Sarasota,FL,RentLingo,2019-12-26 11:18:58
89,5668624596,1,1.0,1.0,0.5,0.0,850,250,Lorton,VA,RentLingo,2019-12-26 11:20:51
90,5668619325,0,1.0,1.0,0.5,0.0,850,250,Fort Lupton,CO,RentLingo,2019-12-26 11:15:18
91,5668624585,1,1.0,1.0,0.5,0.0,850,250,Woodbridge,VA,RentLingo,2019-12-26 11:20:50
92,5664574103,1,1.0,1.0,0.5,0.0,850,250,Saint Petersburg,FL,RentLingo,2019-12-22 11:47:39
93,5664569721,0,1.0,1.0,0.5,0.0,850,250,Portland,OR,RentLingo,2019-12-22 11:42:51
94,5664575324,0,1.0,1.0,0.5,0.0,825,250,Joppa,MD,RentLingo,2019-12-22 11:49:26
95,5668624279,1,1.0,1.0,0.5,0.0,805,250,Atlanta,GA,RentLingo,2019-12-26 11:20:29
96,5668623652,0,1.0,1.0,0.5,0.0,800,250,Englewood,CO,RentLingo,2019-12-26 11:19:49
97,5668624325,0,1.0,1.0,0.5,0.0,800,250,Potomac,MD,RentLingo,2019-12-26 11:20:32
98,5664567290,0,1.0,1.0,0.5,0.0,800,250,Jacksonville,FL,RentLingo,2019-12-22 11:40:25
99,5668622755,0,1.0,1.0,0.5,0.0,785,250,Fountain,CO,RentLingo,2019-12-26 11:18:55
100,5668622484,0,1.0,1.0,0.5,0.0,755,250,Longwood,FL,RentLingo,2019-12-26 11:18:42
101,5668614798,1,1.0,1.0,0.5,0.0,755,250,Hummelstown,PA,RentLingo,2019-12-26 11:10:30
102,5668620774,1,1.0,1.0,0.5,0.0,750,250,Port Saint Lucie,FL,RentLingo,2019-12-26 11:17:00
103,5668624602,0,1.0,1.0,0.5,0.0,750,250,Germantown,MD,RentLingo,2019-12-26 11:20:52
104,5659898660,1,1.0,1.0,0.5,0.0,750,250,Charlotte,NC,RentLingo,2019-12-18 10:54:15
105,5668622131,4,1.0,1.0,0.5,0.0,725,250,Nashville,TN,RentLingo,2019-12-26 11:18:25
106,5664573229,1,1.0,1.0,0.5,0.0,725,250,Hiram,GA,RentLingo,2019-12-22 11:46:41
107,5668624702,0,1.0,1.0,0.5,0.0,705,250,Houston,TX,RentLingo,2019-12-26 11:21:00
108,5668625131,0,1.0,1.0,0.5,0.0,700,250,Apache Junction,AZ,RentLingo,2019-12-26 11:21:34
109,5668622362,0,1.0,1.0,0.5,0.0,700,250,Austin,TX,RentLingo,2019-12-26 11:18:37
110,5668619397,0,1.0,1.0,0.5,0.0,700,250,Broomfield,CO,RentLingo,2019-12-26 11:15:23
111,5668625134,1,1.0,1.0,0.5,0.0,700,250,Scottsdale,AZ,RentLingo,2019-12-26 11:21:35
112,5664575334,0,1.0,1.0,0.5,0.0,700,250,Baltimore,MD,RentLingo,2019-12-22 11:49:27
113,5664571532,1,1.0,1.0,0.5,0.0,700,250,Centennial,CO,RentLingo,2019-12-22 11:44:56
114,5664571534,0,1.0,1.0,0.5,0.0,700,250,Lakewood,CO,RentLingo,2019-12-22 11:44:56
115,5664570380,0,1.0,1.0,0.5,0.0,700,250,Kyle,TX,RentLingo,2019-12-22 11:43:39
116,5668620019,0,1.0,0.0,0.5,1.0,695,250,Cedar Falls,IA,RentLingo,2019-12-26 11:16:10
117,5664577738,0,1.0,1.0,0.5,0.0,695,250,Summit,IL,RentLingo,2019-12-22 11:53:09
118,5664577241,0,1.0,1.0,0.5,0.0,685,250,Phoenix,AZ,RentLingo,2019-12-22 11:52:22
119,5664574886,0,1.0,1.0,0.5,0.0,675,250,Houston,TX,RentLingo,2019-12-22 11:48:48
120,5642321533,0,1.0,1.0,0.5,0.0,675,250,Coon Rapids,MN,RentLingo,2019-12-06 13:21:24
121,5664577303,0,1.0,1.0,0.5,0.0,660,250,Phoenix,AZ,RentLingo,2019-12-22 11:52:29
122,5668623923,1,1.0,1.0,0.5,0.0,650,250,Baltimore,MD,RentLingo,2019-12-26 11:20:03
123,5668620500,0,1.0,1.0,0.5,0.0,650,250,Salem,OR,RentLingo,2019-12-26 11:16:42
124,5664569086,0,1.0,1.0,0.5,0.0,650,250,San Antonio,TX,RentLingo,2019-12-22 11:41:59
125,5664568007,0,1.0,1.0,0.5,0.0,650,250,Antioch,TN,RentLingo,2019-12-22 11:40:55
126,5668620584,0,1.0,1.0,0.5,0.0,645,250,Surfside Beach,SC,RentLingo,2019-12-26 11:16:47
127,5659898888,1,1.0,1.0,0.5,0.0,645,250,Charlotte,NC,RentLingo,2019-12-18 10:54:31
128,5668622807,0,1.0,1.0,0.5,0.0,625,250,Venice,FL,RentLingo,2019-12-26 11:18:58
129,5664577304,0,1.0,1.0,0.5,0.0,610,250,Phoenix,AZ,RentLingo,2019-12-22 11:52:30
130,5668619634,0,1.0,1.0,0.5,0.0,600,250,Spring Hill,FL,RentLingo,2019-12-26 11:15:40
131,5668623447,1,1.0,1.0,0.5,0.0,600,250,Tucson,AZ,RentLingo,2019-12-26 11:19:37
132,5668624231,1,1.0,1.0,0.5,0.0,600,250,Dunwoody,GA,RentLingo,2019-12-26 11:20:25
133,5668619318,1,1.0,1.0,0.5,0.0,600,250,Santa Cruz,CA,RentLingo,2019-12-26 11:15:18
134,5664573938,0,1.0,1.0,0.5,0.0,600,250,Tampa,FL,RentLingo,2019-12-22 11:47:28
135,5664598050,1,1.0,1.0,0.5,0.0,600,250,Houghton,MI,RentLingo,2019-12-22 12:18:59
136,5664579687,0,1.0,1.0,0.5,0.0,600,250,Raleigh,NC,RentLingo,2019-12-22 11:56:02
137,5668619650,1,1.0,1.0,0.5,0.0,580,250,Vero Beach,FL,RentLingo,2019-12-26 11:15:42
138,5664568706,0,1.0,1.0,0.5,0.0,575,250,Winter Springs,FL,RentLingo,2019-12-22 11:41:34
139,5668625024,0,1.0,1.0,0.5,0.0,550,250,Springfield,VA,RentLingo,2019-12-26 11:21:27
140,5668620580,0,1.0,1.0,0.5,0.0,500,250,Little River,SC,RentLingo,2019-12-26 11:16:46
141,5668624678,3,1.0,1.0,0.5,0.0,500,250,Bacliff,TX,RentLingo,2019-12-26 11:20:58
142,5668614767,0,1.0,1.0,0.5,1.0,499,250,Frankfort,KY,RentLingo,2019-12-26 11:10:27
143,5664577170,0,1.0,1.0,0.5,0.0,495,250,Phoenix,AZ,RentLingo,2019-12-22 11:52:16
144,5664571561,1,1.0,1.0,0.5,0.0,200,250,Mount Airy,MD,RentLingo,2019-12-22 11:44:59
145,5668639806,0,1.0,0.0,0.5,1.0,1325,253,Seattle,WA,RentLingo,2019-12-26 11:38:59
146,5668639575,0,1.0,0.0,0.5,1.0,1400,255,Kirkland,WA,RentLingo,2019-12-26 11:38:44
147,5668612986,0,1.0,0.0,0.5,1.0,1995,258,San Francisco,CA,RentLingo,2019-12-26 11:08:33
148,5668616388,1,1.0,1.0,0.5,0.5,710,265,Madison,WI,RentLingo,2019-12-26 11:12:05
149,5668616880,0,1.0,1.0,0.5,1.0,1659,272,Washington,DC,RentLingo,2019-12-26 11:12:34
150,5668621331,0,1.0,1.0,0.5,1.0,850,273,Bloomington,IN,RentLingo,2019-12-26 11:17:31
151,5664583637,0,1.0,0.0,0.5,0.5,1900,275,Corona Del Mar,CA,RentLingo,2019-12-22 12:01:54
152,5664577215,1,1.0,1.0,0.5,0.0,900,275,Gilbert,AZ,RentLingo,2019-12-22 11:52:19
153,5668625245,1,1.0,0.0,0.5,0.5,892,275,Chicago,IL,RentLingo,2019-12-26 11:21:42
154,5509021365,1,1.0,1.0,1.0,0.0,705,275,Cincinnati,OH,RentDigs.com,2019-09-18 00:55:04
155,5668624587,1,1.0,1.0,0.5,0.0,1240,280,Oxon Hill,MD,RentLingo,2019-12-26 11:20:51
156,5668640480,1,1.0,1.0,0.5,1.0,870,285,Anchorage,AK,RentLingo,2019-12-26 11:39:47
157,5668637373,0,1.0,0.0,0.5,1.0,1095,286,Chicago,IL,RentLingo,2019-12-26 11:35:56
158,5668637855,1,1.0,0.0,0.5,1.0,1350,288,Seattle,WA,RentLingo,2019-12-26 11:36:25
159,5509169687,1,1.0,1.0,1.0,0.0,865,288,Oakdale,PA,RentDigs.com,2019-09-18 03:32:22
160,5664573764,1,1.0,1.0,0.5,1.0,690,288,Tampa,FL,RentLingo,2019-12-22 11:47:16
161,5668632975,0,1.0,0.0,0.5,1.0,1099,290,Portland,OR,RentLingo,2019-12-26 11:31:20
162,5659898774,0,1.0,1.0,0.5,0.5,700,290,Minneapolis,MN,RentLingo,2019-12-18 10:54:23
163,5668632499,0,1.0,0.0,0.5,0.0,850,296,Iowa City,IA,RentLingo,2019-12-26 11:30:40
164,5668636664,0,1.0,0.0,0.5,1.0,2200,300,Palo Alto,CA,RentLingo,2019-12-26 11:35:27
165,5509253425,0,1.0,1.0,1.0,0.0,2112,300,Ramsey,NJ,RentDigs.com,2019-09-18 04:31:39
166,5509211069,1,1.0,1.0,1.0,0.0,1868,300,Monrovia,CA,RentDigs.com,2019-09-18 04:02:49
167,5509158718,0,1.0,1.0,1.0,0.0,1785,300,Farmington,CT,RentDigs.com,2019-09-18 03:23:27
168,5508863370,0,1.0,1.0,0.5,1.0,1575,300,Los Angeles,CA,RentDigs.com,2019-09-17 22:07:06
169,5508996417,0,1.0,1.0,1.0,0.0,1534,300,Gaithersburg,MD,RentDigs.com,2019-09-18 00:23:15
170,5509160060,1,1.0,1.0,1.0,0.0,1470,300,Manchester,CT,RentDigs.com,2019-09-18 03:25:35
171,5509135990,1,1.0,1.0,1.0,0.0,1470,300,Glen Burnie,MD,RentDigs.com,2019-09-18 02:55:46
172,5509127645,1,1.0,1.0,1.0,1.0,1470,300,Columbia,MD,RentDigs.com,2019-09-18 02:47:18
173,5668624897,0,1.0,2.0,0.5,0.0,1425,300,Brooklyn,NY,RentLingo,2019-12-26 11:21:17
174,5509177914,5,1.0,1.0,1.0,0.0,1386,300,Linthicum Heights,MD,RentDigs.com,2019-09-18 03:39:55
175,5668634764,1,1.0,0.0,0.5,0.0,1195,300,Seattle,WA,RentLingo,2019-12-26 11:33:25
176,5668628557,0,1.0,1.0,0.5,1.0,995,300,Chicago,IL,RentLingo,2019-12-26 11:25:53
177,5509171057,0,1.0,0.0,0.5,0.0,975,300,Long Beach,CA,RentDigs.com,2019-09-18 03:33:38
178,5668614256,0,1.0,1.0,0.5,1.0,911,300,Chicago,IL,RentLingo,2019-12-26 11:09:49
179,5664597909,5,1.0,0.0,0.5,1.0,900,300,Austin,TX,RentLingo,2019-12-22 12:18:46
180,5668619492,2,1.0,1.0,0.5,0.0,800,300,Fort Collins,CO,RentLingo,2019-12-26 11:15:30
181,5668624249,6,1.0,1.0,0.5,0.0,800,300,Decatur,GA,RentLingo,2019-12-26 11:20:26
182,5664570231,0,1.0,1.0,0.5,0.0,795,300,Denver,CO,RentLingo,2019-12-22 11:43:28
183,5637621543,6,1.0,1.0,0.5,0.5,795,300,Sarasota,FL,ListedBuy,2019-12-04 00:19:47
184,5664579914,0,1.0,1.0,0.5,1.0,775,300,Milwaukee,WI,RentLingo,2019-12-22 11:56:26
185,5668628540,0,1.0,0.0,0.5,0.0,760,300,Chicago,IL,RentLingo,2019-12-26 11:25:52
186,5664573918,1,1.0,1.0,0.5,0.0,750,300,Wesley Chapel,FL,RentLingo,2019-12-22 11:47:26
187,5668625646,2,1.0,1.0,0.5,0.0,650,300,Columbus,OH,RentLingo,2019-12-26 11:22:10
188,5668638112,0,1.0,1.0,0.5,1.0,595,300,Grand Junction,CO,RentLingo,2019-12-26 11:36:43
189,5668621247,1,1.0,1.0,0.5,0.5,590,300,Bloomington,IN,RentLingo,2019-12-26 11:17:27
190,5668621262,0,1.0,2.0,0.5,0.0,590,300,Bloomington,IN,RentLingo,2019-12-26 11:17:27
191,5668621281,0,1.0,2.0,0.5,0.0,585,300,Bloomington,IN,RentLingo,2019-12-26 11:17:29
192,5668621439,0,1.0,2.0,0.5,0.0,580,300,Champaign,IL,RentLingo,2019-12-26 11:17:40
193,5653562744,6,1.0,1.0,0.5,0.0,400,300,Raleigh,NC,RentLingo,2019-12-14 11:15:25
194,5625835116,6,0.0,0.0,0.5,1.0,275,300,Lakeland,FL,ListedBuy,2019-11-27 21:43:20
195,5668611625,0,1.0,1.0,0.5,1.0,1195,301,Reno,NV,RentLingo,2019-12-26 11:07:15
196,5668611633,5,1.0,1.0,0.5,1.0,1094,306,Reno,NV,RentLingo,2019-12-26 11:07:16
197,5668618430,0,1.0,0.0,0.5,0.0,725,308,West Lafayette,IN,RentLingo,2019-12-26 11:14:16
198,5668640814,0,1.0,0.0,0.5,1.0,1099,309,Portland,OR,RentLingo,2019-12-26 11:40:08
199,5668613174,3,1.0,2.0,0.5,0.0,1222,310,Lowell,MA,RentLingo,2019-12-26 11:08:43
200,5668613088,3,1.0,0.0,0.5,1.0,2195,313,San Francisco,CA,RentLingo,2019-12-26 11:08:38
201,5664572479,4,1.0,1.0,0.5,1.0,760,313,Indianapolis,IN,RentLingo,2019-12-22 11:45:58
202,5668622646,5,1.0,2.0,0.5,0.0,650,314,Ogden,UT,RentLingo,2019-12-26 11:18:50
203,5668622999,4,1.0,0.0,0.5,1.0,2695,315,San Francisco,CA,RentLingo,2019-12-26 11:19:08
204,5668614536,3,1.0,2.0,0.5,0.5,730,315,Anchorage,AK,RentLingo,2019-12-26 11:10:13
205,5668638866,3,1.0,0.0,0.5,1.0,659,315,Lexington,KY,RentLingo,2019-12-26 11:37:48
206,5668618184,3,1.0,1.0,0.5,1.0,775,317,Lafayette,IN,RentLingo,2019-12-26 11:13:59
207,5664596628,5,1.0,0.0,0.5,0.0,1350,318,Chevy Chase,MD,RentLingo,2019-12-22 12:16:43
208,5664577721,3,1.0,1.0,0.5,1.0,1100,319,Chicago,IL,RentLingo,2019-12-22 11:53:08
209,5664577140,0,1.0,1.0,0.5,0.5,965,320,Chicago,IL,RentLingo,2019-12-22 11:52:13
210,5664568331,0,1.0,0.0,0.5,0.0,675,320,Cleveland,OH,RentLingo,2019-12-22 11:41:13
211,5664570245,0,1.0,1.0,0.5,0.0,925,321,Lakewood,CO,RentLingo,2019-12-22 11:43:29
212,5668634897,4,1.0,1.0,0.5,1.0,845,322,Milwaukee,WI,RentLingo,2019-12-26 11:33:33
213,5668616345,0,1.0,2.0,0.5,0.0,700,324,Madison,WI,RentLingo,2019-12-26 11:12:03
214,5508702256,1,1.0,2.0,0.5,0.0,2700,325,Boston,MA,RentDigs.com,2019-09-17 18:53:05
215,5668628784,0,1.0,2.0,0.5,0.5,1995,325,Redondo Beach,CA,RentLingo,2019-12-26 11:26:09
216,5668634930,0,1.0,1.0,0.5,0.5,1350,325,Seattle,WA,RentLingo,2019-12-26 11:33:35
217,5668628347,1,1.0,2.0,0.5,1.0,1349,325,Chicago,IL,RentLingo,2019-12-26 11:25:41
218,5668623751,4,1.0,2.0,0.5,1.0,975,325,Las Vegas,NV,RentLingo,2019-12-26 11:19:54
219,5664575773,0,1.0,0.0,0.5,0.5,925,325,Chicago,IL,RentLingo,2019-12-22 11:50:09
220,5668614275,1,1.0,2.0,0.5,1.0,899,325,Chicago,IL,RentLingo,2019-12-26 11:09:51
221,5648058145,0,1.0,2.0,0.5,1.0,700,325,Bridgeport,CT,RentDigs.com,2019-12-10 10:27:48
222,5668618988,0,1.0,2.0,0.5,0.5,325,325,Toledo,OH,RentLingo,2019-12-26 11:14:54
223,5508764178,2,1.0,1.0,0.5,0.5,915,330,Denver,CO,RentDigs.com,2019-09-17 20:07:08
224,5668618398,0,1.0,0.0,0.5,0.0,799,330,West Lafayette,IN,RentLingo,2019-12-26 11:14:14
225,5668615232,6,1.0,1.0,0.5,1.0,710,330,Kansas City,MO,RentLingo,2019-12-26 11:11:01
226,5664572160,7,1.0,2.0,0.5,1.0,2695,332,San Francisco,CA,RentLingo,2019-12-22 11:45:42
227,5668623688,7,1.0,1.0,0.5,1.0,2295,332,San Francisco,CA,RentLingo,2019-12-26 11:19:51
228,5668612505,6,1.0,2.0,0.5,0.5,1079,333,Denver,CO,RentLingo,2019-12-26 11:08:04
229,5668632154,0,1.0,2.0,0.5,0.0,1386,334,Austin,TX,RentLingo,2019-12-26 11:30:10
230,5668641443,5,1.0,1.0,0.5,1.0,800,335,Des Moines,IA,RentLingo,2019-12-26 11:40:40
231,5668613060,6,1.0,0.0,0.5,1.0,2195,336,San Francisco,CA,RentLingo,2019-12-26 11:08:37
232,5668626560,7,1.0,2.0,0.5,0.5,1100,336,Shorewood,WI,RentLingo,2019-12-26 11:23:03
233,5668613488,4,1.0,1.0,0.5,1.0,1099,336,Tampa,FL,RentLingo,2019-12-26 11:08:57
234,5668623407,0,1.0,0.0,0.5,0.0,625,336,Tucson,AZ,RentLingo,2019-12-26 11:19:35
235,5668629766,6,1.0,2.0,0.5,0.0,809,337,Austin,TX,RentLingo,2019-12-26 11:27:25
236,5668613122,2,1.0,0.0,0.5,1.0,2295,338,San Francisco,CA,RentLingo,2019-12-26 11:08:40
237,5668619348,5,1.0,2.0,0.5,1.0,1160,338,Gainesville,FL,RentLingo,2019-12-26 11:15:20
238,5668619620,11,1.0,2.0,0.5,0.0,998,338,Wausau,WI,RentLingo,2019-12-26 11:15:39
239,5664569719,3,1.0,2.0,0.5,1.0,990,338,Portland,OR,RentLingo,2019-12-22 11:42:51
240,5664576932,1,1.0,1.0,0.5,0.0,785,340,Madison,WI,RentLingo,2019-12-22 11:51:55
241,5668618403,0,1.0,2.0,0.5,0.0,720,340,West Lafayette,IN,RentLingo,2019-12-26 11:14:14
